Resume_ID,Department,Job Description #,Cosine Similarity Score,Label
78403342.pdf,ACCOUNTANT,6,0.6613831152692077,1
80053367.pdf,ACCOUNTANT,4,0.5065343035504762,0
82649935.pdf,ACCOUNTANT,4,0.5903307553260407,0
87635012.pdf,ACCOUNTANT,6,0.6941281004260285,1
98559931.pdf,ACCOUNTANT,4,0.6575399444960165,1
10186968.pdf,ADVOCATE,3,0.6294022912480077,1
10344379.pdf,ADVOCATE,3,0.6227131515782862,1
10659182.pdf,ADVOCATE,1,0.5500017485616192,0
10818478.pdf,ADVOCATE,3,0.5655754486764845,0
11174187.pdf,ADVOCATE,1,0.4766060530910536,0
11188218.pdf,ADVOCATE,3,0.6492690639712692,1
11773767.pdf,ADVOCATE,6,0.591683823262107,0
11963737.pdf,ADVOCATE,4,0.577982551347639,0
12171093.pdf,ADVOCATE,3,0.597588310378067,0
12544735.pdf,ADVOCATE,1,0.6390709785624705,1
13072354.pdf,ADVOCATE,2,0.6298389708125264,1
13115648.pdf,ADVOCATE,6,0.6867507919594656,1
13342150.pdf,ADVOCATE,3,0.6992189526749597,1
13593241.pdf,ADVOCATE,2,0.6183801786307557,1
13809698.pdf,ADVOCATE,1,0.4578869801903082,0
13909762.pdf,ADVOCATE,3,0.618817982180914,1
13967854.pdf,ADVOCATE,2,0.3405083389327504,0
14064815.pdf,ADVOCATE,5,0.7043693817946276,1
14146106.pdf,ADVOCATE,3,0.5968434454392813,0
14176254.pdf,ADVOCATE,3,0.6470262235034512,1
14445309.pdf,ADVOCATE,2,0.44375947812124644,0
14708590.pdf,ADVOCATE,6,0.6036265869139276,1
15313140.pdf,ADVOCATE,2,0.6490608251781326,1
15337481.pdf,ADVOCATE,3,0.7041769680754215,1
15727656.pdf,ADVOCATE,2,0.6179623281929341,1
15958967.pdf,ADVOCATE,1,0.5222886846320959,0
16332348.pdf,ADVOCATE,2,0.7461965438733072,1
17021141.pdf,ADVOCATE,1,0.4426026368415731,0
17165107.pdf,ADVOCATE,1,0.40207425607607844,0
17254634.pdf,ADVOCATE,1,0.4716506629189171,0
17847636.pdf,ADVOCATE,5,0.5194382367369376,0
17911230.pdf,ADVOCATE,4,0.4811139753258742,0
18090899.pdf,ADVOCATE,4,0.41638169287526805,0
18725071.pdf,ADVOCATE,2,0.4414192343321732,0
18997135.pdf,ADVOCATE,4,0.5391112521623974,0
19063156.pdf,ADVOCATE,3,0.5849498422181804,0
19108760.pdf,ADVOCATE,1,0.642168117153219,1
19234823.pdf,ADVOCATE,4,0.557025125431095,0
19518606.pdf,ADVOCATE,3,0.6139247316751405,1
19926135.pdf,ADVOCATE,6,0.6524366744557688,1
20138606.pdf,ADVOCATE,2,0.7703814924410713,1
20272792.pdf,ADVOCATE,3,0.5372467604765696,0
20324037.pdf,ADVOCATE,4,0.6365921526577174,1
20400279.pdf,ADVOCATE,3,0.7560137922792083,1
20544228.pdf,ADVOCATE,5,0.6217815148119074,1
20604208.pdf,ADVOCATE,2,0.7035255380234817,1
20765795.pdf,ADVOCATE,2,0.5393636646756463,0
21614256.pdf,ADVOCATE,2,0.6293639262186039,1
22042181.pdf,ADVOCATE,6,0.6814699515002662,1
22259475.pdf,ADVOCATE,5,0.6999802603385893,1
22391901.pdf,ADVOCATE,3,0.6726686106535695,1
23427369.pdf,ADVOCATE,5,0.6563091208219151,1
23577836.pdf,ADVOCATE,3,0.5427059470450735,0
23804341.pdf,ADVOCATE,1,0.5753867654876648,0
24124250.pdf,ADVOCATE,6,0.6603096341239338,1
24410405.pdf,ADVOCATE,3,0.572319081765454,0
24588864.pdf,ADVOCATE,5,0.6328747409744887,1
24695561.pdf,ADVOCATE,6,0.3596623276220839,0
24754689.pdf,ADVOCATE,3,0.6191518980480408,1
24763208.pdf,ADVOCATE,3,0.5660647243827992,0
24946537.pdf,ADVOCATE,4,0.6491257862705543,1
25873425.pdf,ADVOCATE,1,0.6568161610679715,1
26071861.pdf,ADVOCATE,3,0.5440265482951727,0
26456474.pdf,ADVOCATE,1,0.4621063628482238,0
27182111.pdf,ADVOCATE,1,0.6076074896851571,1
28111403.pdf,ADVOCATE,2,0.5032775018487412,0
28206098.pdf,ADVOCATE,5,0.6671846257037295,1
28635795.pdf,ADVOCATE,2,0.5514210256349181,0
28871170.pdf,ADVOCATE,2,0.49502372655678445,0
28974459.pdf,ADVOCATE,5,0.5510680188032893,0
29173771.pdf,ADVOCATE,2,0.659082740931188,1
29177904.pdf,ADVOCATE,6,0.5969495168355449,0
29415426.pdf,ADVOCATE,6,0.4869664895711985,0
29926588.pdf,ADVOCATE,2,0.5563677408320019,0
30741799.pdf,ADVOCATE,2,0.5835814188336235,0
31040875.pdf,ADVOCATE,2,0.4140228361617967,0
31242382.pdf,ADVOCATE,3,0.6600974978426472,1
32965335.pdf,ADVOCATE,6,0.5896819588066012,0
34327438.pdf,ADVOCATE,4,0.42196057748836496,0
34970271.pdf,ADVOCATE,6,0.611241851867007,1
35344611.pdf,ADVOCATE,6,0.6672275082065305,1
35474904.pdf,ADVOCATE,4,0.6433989290473595,1
36392131.pdf,ADVOCATE,5,0.6526177178012001,1
36694627.pdf,ADVOCATE,4,0.6340706728165953,1
37333719.pdf,ADVOCATE,2,0.48213500240478563,0
37348041.pdf,ADVOCATE,6,0.5723912068941195,0
37560528.pdf,ADVOCATE,2,0.6213561184347668,1
37640804.pdf,ADVOCATE,1,0.5239429844762282,0
38059130.pdf,ADVOCATE,6,0.6339700092013759,1
38291889.pdf,ADVOCATE,4,0.548377048071488,0
38698573.pdf,ADVOCATE,6,0.5819881559154049,0
38860712.pdf,ADVOCATE,6,0.5911369856213158,0
40088790.pdf,ADVOCATE,3,0.6521346091923644,1
42164460.pdf,ADVOCATE,3,0.5688974907914146,0
44115326.pdf,ADVOCATE,4,0.5705640436843152,0
46772262.pdf,ADVOCATE,1,0.5924565002300567,0
47133747.pdf,ADVOCATE,4,0.6445860760652675,1
49475708.pdf,ADVOCATE,3,0.595848663424249,0
49486820.pdf,ADVOCATE,3,0.6874986494674576,1
53169257.pdf,ADVOCATE,1,0.48242428866825643,0
54067174.pdf,ADVOCATE,5,0.6507660023274332,1
72652441.pdf,ADVOCATE,3,0.6510034565100794,1
73448369.pdf,ADVOCATE,4,0.4432520780849458,0
74126637.pdf,ADVOCATE,2,0.6355489122194204,1
74191424.pdf,ADVOCATE,3,0.5364248899353378,0
75057933.pdf,ADVOCATE,2,0.5956325548315627,0
75435017.pdf,ADVOCATE,1,0.6117284410609437,1
75950464.pdf,ADVOCATE,3,0.5589557211946234,0
77439230.pdf,ADVOCATE,6,0.6946783264529292,1
78538268.pdf,ADVOCATE,6,0.5755536357786551,0
80503242.pdf,ADVOCATE,4,0.589065678248924,0
89508407.pdf,ADVOCATE,4,0.5180188977417266,0
90468982.pdf,ADVOCATE,3,0.6418214390634648,1
91051945.pdf,ADVOCATE,4,0.6359265959399808,1
93512385.pdf,ADVOCATE,4,0.3777851703036369,0
95714702.pdf,ADVOCATE,6,0.5509277705070663,0
95970987.pdf,ADVOCATE,2,0.6417099317228484,1
97405769.pdf,ADVOCATE,3,0.7380905356533071,1
10953078.pdf,AGRICULTURE,5,0.505981568530027,0
11197262.pdf,AGRICULTURE,3,0.5780078348806694,0
11676151.pdf,AGRICULTURE,5,0.5441143833156922,0
11813872.pdf,AGRICULTURE,5,0.5167508962275013,0
12341902.pdf,AGRICULTURE,3,0.4617620449397088,0
12674256.pdf,AGRICULTURE,6,0.5286717488674513,0
14140903.pdf,AGRICULTURE,3,0.4716215795608102,0
15053703.pdf,AGRICULTURE,3,0.43023285563796404,0
15546686.pdf,AGRICULTURE,6,0.569728527254591,0
15603319.pdf,AGRICULTURE,5,0.4768353580942033,0
16172429.pdf,AGRICULTURE,5,0.497461648310245,0
16507693.pdf,AGRICULTURE,6,0.6461503457328694,1
16653657.pdf,AGRICULTURE,5,0.5702642521624776,0
16661264.pdf,AGRICULTURE,5,0.600309141082158,1
16849128.pdf,AGRICULTURE,3,0.49349788731846,0
17312146.pdf,AGRICULTURE,6,0.5709191286681232,0
17499196.pdf,AGRICULTURE,5,0.4572903661074535,0
17640785.pdf,AGRICULTURE,2,0.5373182143810153,0
18242317.pdf,AGRICULTURE,5,0.455165310725146,0
18264694.pdf,AGRICULTURE,2,0.41353340678980527,0
19532392.pdf,AGRICULTURE,4,0.5407866375245123,0
19851252.pdf,AGRICULTURE,6,0.2963685473505074,0
20006992.pdf,AGRICULTURE,6,0.40936851432746146,0
20969119.pdf,AGRICULTURE,5,0.5375282530690076,0
21134923.pdf,AGRICULTURE,5,0.6715743790045294,1
21868149.pdf,AGRICULTURE,5,0.6062775376079684,1
23631188.pdf,AGRICULTURE,6,0.5507171350590875,0
24001783.pdf,AGRICULTURE,3,0.5469006342270101,0
24068423.pdf,AGRICULTURE,2,0.508330711388041,0
24397882.pdf,AGRICULTURE,2,0.445540251608611,0
24416961.pdf,AGRICULTURE,5,0.5902385627459513,0
26070334.pdf,AGRICULTURE,6,0.6840422477092083,1
26835781.pdf,AGRICULTURE,3,0.44859668846314993,0
26921245.pdf,AGRICULTURE,6,0.579795964822825,0
27689009.pdf,AGRICULTURE,1,0.8324768807160409,1
27888251.pdf,AGRICULTURE,5,0.6499842486938813,1
28165687.pdf,AGRICULTURE,4,0.6039780804474341,1
28247753.pdf,AGRICULTURE,4,0.5712976303624967,0
28733974.pdf,AGRICULTURE,2,0.5758814287095165,0
29142288.pdf,AGRICULTURE,6,0.706681612961212,1
29510501.pdf,AGRICULTURE,3,0.5457881154601385,0
29746235.pdf,AGRICULTURE,3,0.5568932155477907,0
29897742.pdf,AGRICULTURE,3,0.5236250902774331,0
29968330.pdf,AGRICULTURE,4,0.3487020283274234,0
30437583.pdf,AGRICULTURE,4,0.5218203088132626,0
34141299.pdf,AGRICULTURE,6,0.5954344886148929,0
36102323.pdf,AGRICULTURE,6,0.741212751694297,1
37201447.pdf,AGRICULTURE,3,0.5336354297246619,0
37292350.pdf,AGRICULTURE,3,0.6020981618320138,1
38216888.pdf,AGRICULTURE,6,0.4003258180265976,0
40882926.pdf,AGRICULTURE,2,0.4588545226693084,0
54246169.pdf,AGRICULTURE,2,0.5860551134677345,0
55500538.pdf,AGRICULTURE,4,0.5870839363825275,0
55712978.pdf,AGRICULTURE,5,0.4296678655326991,0
56068028.pdf,AGRICULTURE,5,0.581074342105133,0
62994611.pdf,AGRICULTURE,5,0.5073714536634449,0
69336473.pdf,AGRICULTURE,4,0.5869263392047704,0
69360287.pdf,AGRICULTURE,6,0.5925373897164684,0
69859102.pdf,AGRICULTURE,6,0.6918411292205165,1
79536879.pdf,AGRICULTURE,6,0.6594128349164883,1
81042872.pdf,AGRICULTURE,2,0.39127782770153635,0
84512719.pdf,AGRICULTURE,6,0.7272308103986806,1
89740812.pdf,AGRICULTURE,2,0.5445652405307082,0
10182582.pdf,APPAREL,4,0.6276099164169447,1
10562768.pdf,APPAREL,2,0.6061636757110344,1
10738095.pdf,APPAREL,4,0.6080273222945883,1
10876132.pdf,APPAREL,2,0.5926837499799712,0
11232471.pdf,APPAREL,4,0.4248339878185655,0
11409460.pdf,APPAREL,4,0.4814076169266388,0
11677077.pdf,APPAREL,6,0.6346337087004017,1
12059610.pdf,APPAREL,6,0.6635738497590273,1
12122372.pdf,APPAREL,4,0.41141258431648475,0
12668625.pdf,APPAREL,6,0.6682056968277821,1
12669075.pdf,APPAREL,2,0.6205724491779159,1
12860543.pdf,APPAREL,1,0.5768753395791357,0
13386301.pdf,APPAREL,4,0.46432659394958725,0
13418452.pdf,APPAREL,2,0.6377099560898672,1
13764840.pdf,APPAREL,1,0.5795868371450961,0
13807808.pdf,APPAREL,4,0.3832782367876644,0
13858219.pdf,APPAREL,2,0.44681387848438,0
14304010.pdf,APPAREL,4,0.6050213105155139,1
14413257.pdf,APPAREL,4,0.4301452861828088,0
14698557.pdf,APPAREL,4,0.5842990912202487,0
14937492.pdf,APPAREL,1,0.6654125528901305,1
15154822.pdf,APPAREL,4,0.5970819451549837,0
15479281.pdf,APPAREL,4,0.5268759812482255,0
15535408.pdf,APPAREL,6,0.6059077771153426,1
15746146.pdf,APPAREL,1,0.6016028979942344,1
16391949.pdf,APPAREL,6,0.6599482546022885,1
16500168.pdf,APPAREL,4,0.4876500589738085,0
16605640.pdf,APPAREL,3,0.4963299190597027,0
16723524.pdf,APPAREL,1,0.6880295426683413,1
16915389.pdf,APPAREL,2,0.45912756164465807,0
16985289.pdf,APPAREL,1,0.5636337973727078,0
17659053.pdf,APPAREL,6,0.7080588042056452,1
17714174.pdf,APPAREL,4,0.6726786254307744,1
18509268.pdf,APPAREL,4,0.6598913404349498,1
19070271.pdf,APPAREL,2,0.5068375653818653,0
19402977.pdf,APPAREL,4,0.4830080890718244,0
19714635.pdf,APPAREL,1,0.5229947602723793,0
20504094.pdf,APPAREL,2,0.6053915079110807,1
20905088.pdf,APPAREL,2,0.6036183470587689,1
21007083.pdf,APPAREL,4,0.34572336846603724,0
21570485.pdf,APPAREL,4,0.6049176700113329,1
21807211.pdf,APPAREL,3,0.5927100700867063,0
22249155.pdf,APPAREL,6,0.5005836606313443,0
22852364.pdf,APPAREL,1,0.5165301632535457,0
23190306.pdf,APPAREL,4,0.5697827366097736,0
23719943.pdf,APPAREL,1,0.6457998492822319,1
24516163.pdf,APPAREL,4,0.5049586449614374,0
24533931.pdf,APPAREL,4,0.5119128977779593,0
24989856.pdf,APPAREL,4,0.49596413308383125,0
25142074.pdf,APPAREL,4,0.4791898566607561,0
25543217.pdf,APPAREL,3,0.49908185974768127,0
26046878.pdf,APPAREL,4,0.5302548844081584,0
26098594.pdf,APPAREL,3,0.44458494273025007,0
26586477.pdf,APPAREL,1,0.571174156016126,0
26691587.pdf,APPAREL,5,0.6922087278675768,1
26829561.pdf,APPAREL,2,0.43316517624450873,0
27091280.pdf,APPAREL,4,0.590034949741263,0
27099856.pdf,APPAREL,1,0.7653094795089559,1
27176039.pdf,APPAREL,2,0.6304913387133766,1
27549075.pdf,APPAREL,3,0.504701224231904,0
27694040.pdf,APPAREL,2,0.2695584715748301,0
28998957.pdf,APPAREL,1,0.6345921597614886,1
29028935.pdf,APPAREL,3,0.6594232776544205,1
29521434.pdf,APPAREL,5,0.5742503680742301,0
29640922.pdf,APPAREL,1,0.42004476326641443,0
29764492.pdf,APPAREL,1,0.59472056483275,0
30344127.pdf,APPAREL,1,0.6336770076974088,1
30430249.pdf,APPAREL,4,0.5734944212708383,0
31225895.pdf,APPAREL,3,0.6149885528916862,1
31362807.pdf,APPAREL,4,0.48020212164778076,0
31761591.pdf,APPAREL,1,0.5882413806405467,0
33665485.pdf,APPAREL,1,0.643152036304902,1
35121930.pdf,APPAREL,5,0.4055041183743245,0
35571205.pdf,APPAREL,6,0.6972762193311107,1
35603950.pdf,APPAREL,4,0.5692866440381268,0
35985133.pdf,APPAREL,3,0.4741102392202081,0
36094883.pdf,APPAREL,4,0.44395017269450243,0
36136569.pdf,APPAREL,4,0.5689261623532355,0
37750854.pdf,APPAREL,1,0.608488422299676,1
41586420.pdf,APPAREL,6,0.6093903785740148,1
43852883.pdf,APPAREL,3,0.42083177077167194,0
46514339.pdf,APPAREL,4,0.5945966738761757,0
50324968.pdf,APPAREL,4,0.5901288979929621,0
52252936.pdf,APPAREL,3,0.5975739943029147,0
54308684.pdf,APPAREL,4,0.6652122203508636,1
56025640.pdf,APPAREL,2,0.7077224347156714,1
56151548.pdf,APPAREL,3,0.6030413436373977,1
58208591.pdf,APPAREL,6,0.7565039107233792,1
70750649.pdf,APPAREL,1,0.4866779311629055,0
71499299.pdf,APPAREL,3,0.7263698595286543,1
71767359.pdf,APPAREL,1,0.6421793077899167,1
72807293.pdf,APPAREL,2,0.5673651837911045,0
78273826.pdf,APPAREL,2,0.5486104082260055,0
83566455.pdf,APPAREL,1,0.5686997822257122,0
91026230.pdf,APPAREL,4,0.5579634411085241,0
91533580.pdf,APPAREL,4,0.586433103641762,0
99806115.pdf,APPAREL,5,0.8393603482372908,1
10830646.pdf,ARTS,4,0.6870460673325861,1
11187796.pdf,ARTS,3,0.44890163858962717,0
11360471.pdf,ARTS,3,0.5724862382320386,0
11555549.pdf,ARTS,2,0.6507204961119738,1
11995013.pdf,ARTS,3,0.5983671088819016,0
12334650.pdf,ARTS,3,0.5597956357915943,0
12386670.pdf,ARTS,5,0.5014475174425098,0
12413512.pdf,ARTS,6,0.5651050571012548,0
12777487.pdf,ARTS,4,0.6299254218306941,1
13272204.pdf,ARTS,6,0.4653847303221184,0
14150896.pdf,ARTS,6,0.40836405409404747,0
14248724.pdf,ARTS,3,0.28963394340479603,0
14879257.pdf,ARTS,6,0.513499182771992,0
15265464.pdf,ARTS,4,0.597028134628266,0
15306049.pdf,ARTS,5,0.4039414482951047,0
16244633.pdf,ARTS,6,0.5636696869776199,0
16887936.pdf,ARTS,6,0.5888525601187883,0
16962067.pdf,ARTS,4,0.7684637887592747,1
17033567.pdf,ARTS,3,0.3149542370666352,0
17325147.pdf,ARTS,4,0.4085008940517912,0
17694454.pdf,ARTS,5,0.7491910844731062,1
17857644.pdf,ARTS,3,0.5600254831260019,0
18029935.pdf,ARTS,5,0.6616776096068403,1
18106533.pdf,ARTS,6,0.5926492981094903,0
18319061.pdf,ARTS,4,0.6018228782026265,1
18586076.pdf,ARTS,4,0.6272875546495229,1
18885767.pdf,ARTS,4,0.4964388933563991,0
19508520.pdf,ARTS,4,0.605105611735011,1
19671909.pdf,ARTS,4,0.6838161560504854,1
19724031.pdf,ARTS,3,0.4474910181707177,0
20148147.pdf,ARTS,3,0.5780501907991419,0
20149476.pdf,ARTS,2,0.5496297919634446,0
20356750.pdf,ARTS,5,0.5819172279033415,0
20488267.pdf,ARTS,4,0.548906539766918,0
20698469.pdf,ARTS,6,0.6839756936015634,1
21060367.pdf,ARTS,5,0.5789088605858446,0
21809601.pdf,ARTS,3,0.6373359350172652,1
21867728.pdf,ARTS,6,0.5107787887138404,0
22182279.pdf,ARTS,3,0.5183042680436487,0
22593054.pdf,ARTS,3,0.491955877659081,0
22800977.pdf,ARTS,5,0.6054611805679714,1
22848179.pdf,ARTS,3,0.49332469431951376,0
23139437.pdf,ARTS,5,0.36545537200040157,0
23752500.pdf,ARTS,4,0.7160091623974144,1
23917826.pdf,ARTS,3,0.67296952433755,1
24061629.pdf,ARTS,3,0.6030588227156245,1
24349611.pdf,ARTS,5,0.5711033423635314,0
24983760.pdf,ARTS,4,0.5608940912769808,0
25157655.pdf,ARTS,3,0.4617166054769788,0
25561640.pdf,ARTS,6,0.5865483057221665,0
25923361.pdf,ARTS,4,0.5676338623869982,0
25926667.pdf,ARTS,3,0.5653201267098423,0
26069113.pdf,ARTS,4,0.48998182241668703,0
26079779.pdf,ARTS,6,0.5337770641388426,0
26410763.pdf,ARTS,3,0.43079344044855156,0
27024099.pdf,ARTS,3,0.5586777535429135,0
27096796.pdf,ARTS,1,0.1301345384091414,0
27164756.pdf,ARTS,4,0.6510772600363277,1
27715131.pdf,ARTS,5,0.58941707775519,0
27936502.pdf,ARTS,3,0.6192215760829749,1
28325193.pdf,ARTS,5,0.5877945434252239,0
28471099.pdf,ARTS,5,0.5318222779415855,0
28629430.pdf,ARTS,2,0.5809205746465574,0
28711616.pdf,ARTS,6,0.4737528903824588,0
29148871.pdf,ARTS,4,0.7748785173659972,1
30594821.pdf,ARTS,3,0.4960260457258065,0
31114531.pdf,ARTS,2,0.4567105359424217,0
31273413.pdf,ARTS,5,0.6746561077492873,1
32318506.pdf,ARTS,6,0.339448751466086,0
32794700.pdf,ARTS,3,0.5536029838159704,0
33344933.pdf,ARTS,6,0.5421545012726585,0
34146825.pdf,ARTS,3,0.5789198337568046,0
34304175.pdf,ARTS,3,0.5849289593148074,0
36019469.pdf,ARTS,6,0.5947405797391739,0
36379931.pdf,ARTS,2,0.5426474098348885,0
36758947.pdf,ARTS,5,0.6552440904263546,1
37220856.pdf,ARTS,5,0.6664977701732568,1
37472265.pdf,ARTS,6,0.5429619953969441,0
37751611.pdf,ARTS,4,0.5556441042027955,0
38115035.pdf,ARTS,3,0.518462636203608,0
39064638.pdf,ARTS,3,0.5886526587986017,0
39470264.pdf,ARTS,5,0.6352763235360055,1
39608848.pdf,ARTS,5,0.6246835816569707,1
41950126.pdf,ARTS,6,0.5725334186672009,0
43622023.pdf,ARTS,3,0.6576595253996765,1
46055835.pdf,ARTS,4,0.5802326935738502,0
50432401.pdf,ARTS,6,0.5548796461225697,0
53227466.pdf,ARTS,3,0.5592858660941283,0
54100393.pdf,ARTS,6,0.4823888954673475,0
54180474.pdf,ARTS,4,0.6749237718737269,1
65325317.pdf,ARTS,6,0.46643877061641287,0
65352424.pdf,ARTS,6,0.5379876491453516,0
